2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|1 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|2 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|3 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|4 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|5 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|6 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|7 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|8 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|9 GB|9000000001
2094|gouthamraj.kr@tecnotree.com|8001|smppclient1|Meera|10 GB|9000000001
